PERMNO,date,PRC,RETX,sprtrn
86580,20170421,101.68000,0.004148,-0.003035
86580,20170424,102.95000,0.012490,0.010840
86580,20170425,104.74000,0.017387,0.006091
86580,20170426,104.02000,-0.006874,-0.000486
86580,20170427,105.64000,0.015574,0.000553
86580,20170428,104.30000,-0.012685,-0.001913
86580,20170501,106.64000,0.022435,0.001732
86580,20170502,103.48000,-0.029632,0.001189
86580,20170503,104.25000,0.007441,-0.001271
86580,20170504,103.85000,-0.003837,0.000582
86580,20170505,103.86000,0.000096,0.004089
86580,20170508,102.77000,-0.010495,0.000038
86580,20170509,102.94000,0.001654,-0.001025
86580,20170510,121.29000,0.178259,0.001131
86580,20170511,126.50000,0.042955,-0.002163
86580,20170512,127.89000,0.010988,-0.001478
86580,20170515,134.31000,0.050199,0.004776
86580,20170516,136.81000,0.018614,-0.000687
86580,20170517,127.72000,-0.066442,-0.018178
86580,20170518,133.07001,0.041889,0.003687
86580,20170519,136.00000,0.022018,0.006767
86580,20170522,138.89999,0.021323,0.005160
86580,20170523,137.03000,-0.013463,0.001838
86580,20170524,138.57001,0.011238,0.002489
